tweet,original_sentiment
"Food grain stock will last for next two years and states will not face any shortage: Govt



Get #Coronavirus LIVE updates here. #IndiaFightsCorona #CoronavirusOutbreak 



https://t.co/hLJYSArn1k",Positive
Well guess I'm breaking in to my last #Trump #ToiletPaper roll. Cuz If you give a pig the #WhiteHouse he's gonna wipe his ass with it #ToiletPaperPanic #COVID2019 #CoronavirusLockdown #coronavirus https://t.co/gbyAw2nJZ1,Negative
"Help may soon be on the way for an American economy sent reeling by the #coronavirus. The White House and the Senate have agreed to a roughly $2 trillion rescue package -- the largest in American history.

 

@nancycordes reports. https://t.co/UVPou58YaU",Extremely Positive
BC Ferries announces fuel rebates for customers due to drop in fuel prices amid COVID-19 https://t.co/iVJHQt3dzv,Negative
"Consumers' credit also needs protection from COVID-19, consumer group says https://t.co/9EFktOgNNQ via @SunTimes",Positive
@NatRefCouncil @Safeway @kroger @SaveALot @WinCoFoods @AldiUSA @HEB @GiantEagle @Publix @Hannaford @Walmart @raleys @meijer @Wegmans @WeisMarkets To cut unneeded costs & improve the bottom line of all #foodservice deploy our https://t.co/URT67YaILc du,Positive
The definitive survey about the PR industry and COVID 19 Nine in 10 PR pros say campaigns have been cut due to coronavirus consumer sector especially badly hit via,Extremely Negative
Grocery Store are the Coronavirus Tipping Point https://t.co/OhQGZYLmPz #coronavirus,Neutral
The Consumer Goods and Services Ombudsman says the #Covid19 pandemic should force suppliers to review their cancellation policies. https://t.co/UwKMxznJmi,Neutral
Cuomo lied Cuomo s Prison Workers Say They re Not Actually Making Hand Sanitizer they are doing nothing more than taking existing hand sanitizer and rebottling it into packaging labeled NYS Clean,Negative
Danish companies are also throwing their weight and know how into the fight against reports that by quickly shifting production companies are helping provide Denmark w the necessary amount of hand sanitizer Read more  ,Positive
Major Consumer Protections Announced in Response to COVID-19 | NCLC Digital Library https://t.co/Z239QU5aCr,Neutral
"A HUGE #CELEBFCFAMILY THANK YOU goes out to all #NHS staff, #Emergency services #Care &  #supermarket workers along with everyone else risking their lives for us all.  

#StayHomeSaveLives #CoronavirusLockdown #coronavirus #staysafe https://t.co/GgWliptc1v",Extremely Positive
The Public Authority for Consumer Protection PACP has issued a resolution stopping the circulation of two hand sanitizer brands oman 19,Positive
"Latest Updates:-

*As buyers stock up, exports of cereals, processed food, spices spike



*South-based auto makers suspend production in fight against Covid-19



*With April 1 deadline looming, more than 7 lakh BS-IV vehicles are lying unsold



#GST #Taxation_Services https://t.co/Ar5mouErj3",Extremely Negative
"Delivery drivers are worried about their exposure to #coronavirus and what it means for all of us stuck at home ordering food, essentials. Read this from @c_kirkham @JLDastin #AskReuters https://t.co/3i7hzR9biq https://t.co/maYSDC47gq",Negative
Governor Hogan says Sagamore Distillery is working on making hand sanitizer as well,Extremely Positive
"Coronavirus Causes Retailers To Slash Prices With Dwindling Customers

https://t.co/g0f3bMA2vw

#Retailers #USNews #WorldNews #coronavirus https://t.co/1yJiX700Gf",Negative
"Our data team has been pulling all the insights we can to deliver reports on consumer behavior, growth in #onlinegrocery & opinions from our leadership team. Find out what we're seeing in our data during #coronavirus

https://t.co/oiUnjumbCA",Positive
"VIDEO: Senior Editor for Recycling, Matt Tudball, discusses the challenges the R-PET market is facing in Europe in light of the coronavirus. 

Problems include supply, logistics issues and low virgin PET prices. #ICIS #coronavirus #outlook #RPET #PET https://t.co/duFP0qqbQD",Negative
The situation is not getting better! My daughters had their temperatures taken before being allowed into the supermarket by military officials. What would have happened to them if it was high!! The  locals blame the Europeans for bringing Covid 19 into their country.,Negative
"Be smart. Be safe.



@FDAMedWatch - Fraudulent #Coronavirus Tests, Vaccines and Treatments https://t.co/tEBqJ4n8Eo",Positive
Top News: How to Avoid COVID-19 at the Supermarket https://t.co/i32c9FtOPX,Negative
Despite rumors on social media the DNR has no plans to eliminate seasons relax regulations or change license prices For official DNR news relating to follow us here and at Regulations not affected by COVID 19,Positive
Defending Consumer Products Companies against COVID-19 - https://t.co/NO5GuhI5db,Neutral
"COVID-19, Crude Price War, Rising LPG Export Capacity Fuel Bearish Trend in Tank Car Sublease Markets - https://t.co/UL5hE8NaDb",Extremely Negative
TOMI Huge News Medical Mask amp Hand Sanitizer Products,Extremely Positive
TOMI Products N95 Rated Mask KN95 Rated Mask Surgical Mask Medical Mask Hand Sanitizer 60ml to 500ml Bulk Wholesale,Positive
TOMI Low Float Stock 16M Unrestricted 26M O S 0351 Bid 0 0545 Ask Bouncing off 200SMA Huge opportunity at these prices  ,Positive
"I don't want to hear with the exception of those who need to panic buy for others, am talking about the food hoarders during #COVID2019 then banging on they need to go on a diet. I say this because shelves empty in @sainsburys and @Tesco still stripped",Negative
Kenyan HealthTech Startup Afya Rekod launching AI Consumer Data-Driven Platform to help in fighting COVID-19 https://t.co/ETMITHYwc0,Positive
"Mosaic Brands $MOZ which owns retail brands Noni B, Rivers & Katies will temporarily suspend trading at its stores as the #coronavirus impacts revenue & store traffic. The store closures will start from Thursday but online operations remain available #ausbiz #retail",Negative
"Beware of Fraudulent Coronavirus Tests, Vaccines and Treatments. Because #COVID-19 has never been seen in humans before there are currently no vaccines or drugs to prevent it approved by the US FDA: https://t.co/DbTt1r0qKx",Negative
The LA County s Dept of Consumer amp Business Affairs Office of Small Business will be increasing the capacity of its telephone call center to provide the best service possible They will respond to each online request within 48 hours,Extremely Positive
"Coronavirus (COVID-19) Reactions Album: WowÃ¢ÂÂ?? Prices at @SamsClub in Panama City, FL.  



Post a pic of the gas prices where you live. 



#COVID19 #Coronavirus https://t.co/DAsY6ZWjgP",Positive
"CONSUMER ADVISORY



The Consumer Council of Fiji will continue to monitor businesses around the country for a fair prices of goods and services. Our team conducts daily market surveillance to make sure traders and businesses are not taking advantage of this COVID-19 outbreak. https://t.co/oSwypMvRCk",Positive
 There is a natural demand for workers that are losing their jobs in the food service sector   says Miguel Gomez associate professor of food marketing  You can t just get anybody You need some training Via,Negative
COVID-19 Consumer Warnings and Safety Tips from the FCC. #COVID19 #coronavirus #cybersecurity https://t.co/aUq3S7lqVn,Positive
The TX Attorney General s Office says their Consumer Protection division has received 2 185 COVID 19 related complaints about PRICE GOUGING 296 of those complaints are from the San Antonio region Common items complained about toilet paper bottled water and hand sanitizer,Negative
Whiskey Producers Are Making Hand Sanitizer Here s How They Organized,Positive
NJ Man Who Coughed on Supermarket Worker and Told Her He Has #Coronavirus Faces Terror Charges | https://t.co/3cAXtUuX4e https://t.co/wd9xjbhAPX,Extremely Negative
"In an effort to flatten the curve of transmissions and recoup lost wages from the #Coronavirus crisis, DC's street vendors teamed up w/ public health officials to distribute safety equipment, hand sanitizer, & crucial information to their communities. 

https://t.co/a21rALO1rU",Negative
"As of Wednesday morning, the Morning Consult Index of Consumer Sentiment (ICS) is at 89.41, falling 1.3 percent from the day before. The U.S. ICS is down 24.43 percent since January 1.



#morningconsult  #morningconsultics  #economy  #pandemic  #coronavirus  #consumersentiment",Negative
"?????

#QuarantineLife #StayHome #SocialDistancing #coronavirus #PizzaGate #pizzadelivery #toiletpaper  #handsanitizer #fun

#FunniestTweets #KeepSafeEveryone #LoveThyNeighbor #WeAreAllInThisTogether

checkyourprivilege out DeStorm Power's video! #TikTok https://t.co/oWQb64TzO0",Neutral
"#Coronavirus price gouging: ?@AmazonUK? ?@eBay_UK? failing to tackle rip-off sellers says ?@WhichMoney? ? 

https://t.co/1QGw6S3lJZ As if ?@RoyalMail? didn't increase their prices!!! Report facts ?@SkyNews? #StayAtHomeSaveLives #COVID?19  #StayHome",Negative
Credit Impact on the Pipeline Sector from Low #Oil Prices and #Coronavirus Global Pandemic #COVID-19 https://t.co/FktwXgHxfm,Positive
"Looking for Commission updates related to COVID-19? Visit our #Coronavirus Response webpage for updates on agency operations, consumer assistance programs, filings and more. Visit https://t.co/uVR2982hOK https://t.co/vUj3mkTJTS",Neutral
"ARE GROCERY STORE'S

SPREADING COVID-19

""IF NOT""

WHY NOT ???",Neutral
"ARE GROCERY STORE'S

SPREADING COVID-19

""IF TRUE""

WE GOT A PROBLEM??",Neutral
* Staying Safe While Shopping During COVID-19 Outbreak * Grocery store employees and shoppers alike are taking steps to ensure that all stay safe amid the novel #coronavirus outbreak. #COVID19 #DailyVoice. https://t.co/tKjreZ59Tl,Extremely Positive
"#Coronavirus: Katie Price's son Junior Andre confirms he's got COVID-19 symptoms

https://t.co/IryhwT8sXQ",Neutral
"#BREAKING #Coronavirus: Katie Price's son Junior Andre confirms he's got #COVID19 symptoms

https://t.co/IryhwTq4mq",Neutral
"As A #GroceryStore Worker, I'm On The Frontline Of #Coronavirus And I'm Overwhelmed



#COVID?19 #CoronavirusPandemic #coronaUS #CoronaVirusChallenge #CoronavirusOutbreak 



https://t.co/fOTHoS2hYX",Positive
"Consumer Reports Opposes Efforts to Delay CCPA Enforcement Due to COVID-19

https://t.co/69lHht1iew https://t.co/qgOonzDj6j",Negative
"modrnhealthcr: U.S. #healthcare spending is expected to grow at an average annual rate of 5.4% from 2019 to 2028, fueled by higher prices, according to a new report. The projections do not account for the #COVID-19 #pandemic. https://t.co/JmWW5tM8kJ",Neutral
"Here's another two companies to add to the list of #covid19heroesandtwats. ?@amazon? and ?@eBay? failing to stop Covid-19 profiteers, says consumer rights org, Which? https://t.co/FuCr7jXpNG",Extremely Negative
"Did someone say there's no work to be had??

#Coronavirus: 'I applied and got a job three hours later' applicant says as supermarkets hire thousands?? 

#WuhanVirus

#skynews #bbcnews #newsnight #lbc #c4news https://t.co/19ufksSbOD",Negative
"Wondering how COVID-19 is impacting real estate? According to this article, Toronto's real estate market is showing few signs of slowing down, despite the mounting crisis. https://t.co/T69dcAJPiA https://t.co/KaUHPd1A7l",Positive
"Can You Get #Coronavirus from the #GroceryStore?

There simply isn't 6 feet of space between everyone in the average crowded market, and the infections popping up in grocery stores prove it

#SocialDistancing #StayAtHomeSaveLives #COVID19 #PhysicalDistancing https://t.co/YRVUXvK0Fv",Neutral
"Bitcoin Prices Losing Strength as COVID-19 Slows World Economies

https://t.co/7LZrik56ze

#Bitcoin #Markethive #cryptocurrency https://t.co/doMAUuYHsc",Positive
"#Dental hygienist Amber Metro-Sanchez explains how she found a solution to the dry hands that result from practicing hand hygiene on a daily basis, now more than ever! #dentistry #coronavirus https://t.co/U6WnJq636M https://t.co/oGqcFs8WSJ",Extremely Positive
"*SOUTH AFRICA* announces 155 new cases of Covid-19, raising the country's total to 709, citizens advised to stock up on food and other essentials ahead of lockdown. Stay safe",Positive
Spindini on South Main is now South Main Grocery What a great idea our Downtown neighbors They have special hours for healthcare and first responders as well as seniors,Extremely Positive
How COVID-19 is Impacting Online Shopping Behavior | Adobe Blog https://t.co/JRdT8ju3ry,Neutral
"Industries built for a Pandemic - such as the #Coronavirus



Industries: Utilities, Consumer Supermarket Stores, Consumer Staples, Technology.



Companies: $ED $D $WTRG $COST $TGT $WMT $PG $KMB $UL $CSCO $IBM $MSFT



#Dividends #Investing 

https://t.co/e4qOAJCy47",Neutral
